,Team,year,Distance,Frequency,Win,ORtg
2103,Philadelphia 76ers,2007,10-16 ft,0.171,0.427,104.42
2104,Philadelphia 76ers,2007,Over 16 ft,0.262,0.427,104.42
2105,Philadelphia 76ers,2007,3P,0.128,0.427,104.42
2106,Philadelphia 76ers,2008,0-3 ft,0.359,0.488,107.38
2107,Philadelphia 76ers,2008,3-10 ft,0.116,0.488,107.38
2108,Philadelphia 76ers,2008,10-16 ft,0.154,0.488,107.38
2109,Philadelphia 76ers,2008,Over 16 ft,0.227,0.488,107.38
2110,Philadelphia 76ers,2008,3P,0.143,0.488,107.38
2111,Philadelphia 76ers,2009,0-3 ft,0.382,0.5,108.79
2112,Philadelphia 76ers,2009,3-10 ft,0.112,0.5,108.79
2113,Philadelphia 76ers,2009,10-16 ft,0.138,0.5,108.79
2114,Philadelphia 76ers,2009,Over 16 ft,0.204,0.5,108.79
2115,Philadelphia 76ers,2009,3P,0.164,0.5,108.79
2116,Philadelphia 76ers,2010,0-3 ft,0.311,0.329,106.93
2117,Philadelphia 76ers,2010,3-10 ft,0.127,0.329,106.93
2118,Philadelphia 76ers,2010,10-16 ft,0.146,0.329,106.93
2119,Philadelphia 76ers,2010,Over 16 ft,0.209,0.329,106.93
2120,Philadelphia 76ers,2010,3P,0.206,0.329,106.93
2121,Philadelphia 76ers,2011,0-3 ft,0.258,0.5,107.62
2122,Philadelphia 76ers,2011,3-10 ft,0.175,0.5,107.62
2123,Philadelphia 76ers,2011,10-16 ft,0.17,0.5,107.62
2124,Philadelphia 76ers,2011,Over 16 ft,0.213,0.5,107.62
2125,Philadelphia 76ers,2011,3P,0.184,0.5,107.62
2126,Philadelphia 76ers,2012,0-3 ft,0.232,0.53,104.7
2127,Philadelphia 76ers,2012,3-10 ft,0.182,0.53,104.7
2128,Philadelphia 76ers,2012,10-16 ft,0.187,0.53,104.7
2129,Philadelphia 76ers,2012,Over 16 ft,0.225,0.53,104.7
2130,Philadelphia 76ers,2012,3P,0.175,0.53,104.7
2131,Philadelphia 76ers,2013,0-3 ft,0.263,0.415,102.69
2132,Philadelphia 76ers,2013,3-10 ft,0.153,0.415,102.69
2133,Philadelphia 76ers,2013,10-16 ft,0.147,0.415,102.69
2134,Philadelphia 76ers,2013,Over 16 ft,0.228,0.415,102.69
2135,Philadelphia 76ers,2013,3P,0.209,0.415,102.69
2136,Philadelphia 76ers,2014,0-3 ft,0.353,0.232,100.09
2137,Philadelphia 76ers,2014,3-10 ft,0.19,0.232,100.09
2138,Philadelphia 76ers,2014,10-16 ft,0.087,0.232,100.09
2139,Philadelphia 76ers,2014,Over 16 ft,0.111,0.232,100.09
2140,Philadelphia 76ers,2014,3P,0.258,0.232,100.09
2141,Philadelphia 76ers,2015,0-3 ft,0.318,0.22,96.4
2142,Philadelphia 76ers,2015,3-10 ft,0.172,0.22,96.4
2143,Philadelphia 76ers,2015,10-16 ft,0.068,0.22,96.4
2144,Philadelphia 76ers,2015,Over 16 ft,0.114,0.22,96.4
2145,Philadelphia 76ers,2015,3P,0.319,0.22,96.4
2146,Philadelphia 76ers,2016,0-3 ft,0.311,0.122,99.65
2147,Philadelphia 76ers,2016,3-10 ft,0.166,0.122,99.65
2148,Philadelphia 76ers,2016,10-16 ft,0.096,0.122,99.65
2149,Philadelphia 76ers,2016,Over 16 ft,0.099,0.122,99.65
2150,Philadelphia 76ers,2016,3P,0.327,0.122,99.65
2151,Philadelphia 76ers,2017,0-3 ft,0.309,0.341,103.96
2152,Philadelphia 76ers,2017,3-10 ft,0.149,0.341,103.96
2153,Philadelphia 76ers,2017,10-16 ft,0.092,0.341,103.96
2154,Philadelphia 76ers,2017,Over 16 ft,0.1,0.341,103.96
2155,Philadelphia 76ers,2017,3P,0.349,0.341,103.96
2156,Philadelphia 76ers,2018,0-3 ft,0.272,0.634,110.28
2157,Philadelphia 76ers,2018,3-10 ft,0.168,0.634,110.28
2158,Philadelphia 76ers,2018,10-16 ft,0.109,0.634,110.28
2159,Philadelphia 76ers,2018,Over 16 ft,0.107,0.634,110.28
2160,Philadelphia 76ers,2018,3P,0.344,0.634,110.28
2161,Phoenix Suns,2001,0-3 ft,0.262,0.622,101.12
2162,Phoenix Suns,2001,3-10 ft,0.172,0.622,101.12
2163,Phoenix Suns,2001,10-16 ft,0.164,0.622,101.12
2164,Phoenix Suns,2001,Over 16 ft,0.246,0.622,101.12
2165,Phoenix Suns,2001,3P,0.156,0.622,101.12
2166,Phoenix Suns,2002,0-3 ft,0.33,0.439,104.07
2167,Phoenix Suns,2002,3-10 ft,0.142,0.439,104.07
2168,Phoenix Suns,2002,10-16 ft,0.162,0.439,104.07
2169,Phoenix Suns,2002,Over 16 ft,0.208,0.439,104.07
2170,Phoenix Suns,2002,3P,0.158,0.439,104.07
2171,Phoenix Suns,2003,0-3 ft,0.323,0.537,104.48
2172,Phoenix Suns,2003,3-10 ft,0.148,0.537,104.48
2173,Phoenix Suns,2003,10-16 ft,0.147,0.537,104.48
2174,Phoenix Suns,2003,Over 16 ft,0.213,0.537,104.48
2175,Phoenix Suns,2003,3P,0.17,0.537,104.48
2176,Phoenix Suns,2004,0-3 ft,0.327,0.354,102.33
2177,Phoenix Suns,2004,3-10 ft,0.137,0.354,102.33
2178,Phoenix Suns,2004,10-16 ft,0.146,0.354,102.33
2179,Phoenix Suns,2004,Over 16 ft,0.21,0.354,102.33
2180,Phoenix Suns,2004,3P,0.18,0.354,102.33
2181,Phoenix Suns,2005,0-3 ft,0.3,0.756,115.01
2182,Phoenix Suns,2005,3-10 ft,0.119,0.756,115.01
2183,Phoenix Suns,2005,10-16 ft,0.12,0.756,115.01
2184,Phoenix Suns,2005,Over 16 ft,0.172,0.756,115.01
2185,Phoenix Suns,2005,3P,0.289,0.756,115.01
2186,Phoenix Suns,2006,0-3 ft,0.254,0.659,112.27
2187,Phoenix Suns,2006,3-10 ft,0.089,0.659,112.27
2188,Phoenix Suns,2006,10-16 ft,0.104,0.659,112.27
2189,Phoenix Suns,2006,Over 16 ft,0.26,0.659,112.27
2190,Phoenix Suns,2006,3P,0.293,0.659,112.27
2191,Phoenix Suns,2007,0-3 ft,0.31,0.744,114.68
2192,Phoenix Suns,2007,3-10 ft,0.104,0.744,114.68
2193,Phoenix Suns,2007,10-16 ft,0.097,0.744,114.68
2194,Phoenix Suns,2007,Over 16 ft,0.202,0.744,114.68
2195,Phoenix Suns,2007,3P,0.287,0.744,114.68
2196,Phoenix Suns,2008,0-3 ft,0.31,0.671,114.04
2197,Phoenix Suns,2008,3-10 ft,0.116,0.671,114.04
2198,Phoenix Suns,2008,10-16 ft,0.102,0.671,114.04
2199,Phoenix Suns,2008,Over 16 ft,0.211,0.671,114.04
2200,Phoenix Suns,2008,3P,0.26,0.671,114.04
2201,Phoenix Suns,2009,0-3 ft,0.363,0.561,114.2
2202,Phoenix Suns,2009,3-10 ft,0.164,0.561,114.2
2203,Phoenix Suns,2009,10-16 ft,0.1,0.561,114.2
2204,Phoenix Suns,2009,Over 16 ft,0.158,0.561,114.2
2205,Phoenix Suns,2009,3P,0.216,0.561,114.2
2206,Phoenix Suns,2010,0-3 ft,0.312,0.659,116.11
2207,Phoenix Suns,2010,3-10 ft,0.135,0.659,116.11
2208,Phoenix Suns,2010,10-16 ft,0.106,0.659,116.11
2209,Phoenix Suns,2010,Over 16 ft,0.185,0.659,116.11
2210,Phoenix Suns,2010,3P,0.261,0.659,116.11
2211,Phoenix Suns,2011,0-3 ft,0.253,0.488,110.2
2212,Phoenix Suns,2011,3-10 ft,0.167,0.488,110.2
2213,Phoenix Suns,2011,10-16 ft,0.116,0.488,110.2
2214,Phoenix Suns,2011,Over 16 ft,0.193,0.488,110.2
2215,Phoenix Suns,2011,3P,0.271,0.488,110.2
2216,Phoenix Suns,2012,0-3 ft,0.253,0.5,106.96
2217,Phoenix Suns,2012,3-10 ft,0.165,0.5,106.96
2218,Phoenix Suns,2012,10-16 ft,0.118,0.5,106.96
2219,Phoenix Suns,2012,Over 16 ft,0.226,0.5,106.96
2220,Phoenix Suns,2012,3P,0.238,0.5,106.96
2221,Phoenix Suns,2013,0-3 ft,0.281,0.305,102
2222,Phoenix Suns,2013,3-10 ft,0.158,0.305,102
2223,Phoenix Suns,2013,10-16 ft,0.113,0.305,102
2224,Phoenix Suns,2013,Over 16 ft,0.237,0.305,102
2225,Phoenix Suns,2013,3P,0.21,0.305,102
2226,Phoenix Suns,2014,0-3 ft,0.29,0.585,110.26
2227,Phoenix Suns,2014,3-10 ft,0.149,0.585,110.26
2228,Phoenix Suns,2014,10-16 ft,0.118,0.585,110.26
2229,Phoenix Suns,2014,Over 16 ft,0.143,0.585,110.26
2230,Phoenix Suns,2014,3P,0.3,0.585,110.26
2231,Phoenix Suns,2015,0-3 ft,0.293,0.476,105.93
2232,Phoenix Suns,2015,3-10 ft,0.139,0.476,105.93
2233,Phoenix Suns,2015,10-16 ft,0.125,0.476,105.93
2234,Phoenix Suns,2015,Over 16 ft,0.153,0.476,105.93
2235,Phoenix Suns,2015,3P,0.291,0.476,105.93
2236,Phoenix Suns,2016,0-3 ft,0.3,0.28,102.94
2237,Phoenix Suns,2016,3-10 ft,0.151,0.28,102.94
2238,Phoenix Suns,2016,10-16 ft,0.092,0.28,102.94
2239,Phoenix Suns,2016,Over 16 ft,0.155,0.28,102.94
2240,Phoenix Suns,2016,3P,0.302,0.28,102.94
2241,Phoenix Suns,2017,0-3 ft,0.306,0.293,107.32
2242,Phoenix Suns,2017,3-10 ft,0.154,0.293,107.32
2243,Phoenix Suns,2017,10-16 ft,0.12,0.293,107.32
2244,Phoenix Suns,2017,Over 16 ft,0.165,0.293,107.32
2245,Phoenix Suns,2017,3P,0.255,0.293,107.32
2246,Phoenix Suns,2018,0-3 ft,0.313,0.256,104.25
2247,Phoenix Suns,2018,3-10 ft,0.145,0.256,104.25
2248,Phoenix Suns,2018,10-16 ft,0.115,0.256,104.25
2249,Phoenix Suns,2018,Over 16 ft,0.107,0.256,104.25
2250,Phoenix Suns,2018,3P,0.32,0.256,104.25
2251,Portland Trail Blazers,2001,0-3 ft,0.299,0.61,107.08
2252,Portland Trail Blazers,2001,3-10 ft,0.153,0.61,107.08
2253,Portland Trail Blazers,2001,10-16 ft,0.129,0.61,107.08
2254,Portland Trail Blazers,2001,Over 16 ft,0.254,0.61,107.08
2255,Portland Trail Blazers,2001,3P,0.165,0.61,107.08
2256,Portland Trail Blazers,2002,0-3 ft,0.307,0.598,108.2
2257,Portland Trail Blazers,2002,3-10 ft,0.123,0.598,108.2
2258,Portland Trail Blazers,2002,10-16 ft,0.117,0.598,108.2
2259,Portland Trail Blazers,2002,Over 16 ft,0.255,0.598,108.2
2260,Portland Trail Blazers,2002,3P,0.198,0.598,108.2
2261,Portland Trail Blazers,2003,0-3 ft,0.317,0.61,106.41
2262,Portland Trail Blazers,2003,3-10 ft,0.159,0.61,106.41
2263,Portland Trail Blazers,2003,10-16 ft,0.132,0.61,106.41
2264,Portland Trail Blazers,2003,Over 16 ft,0.215,0.61,106.41
2265,Portland Trail Blazers,2003,3P,0.177,0.61,106.41
2266,Portland Trail Blazers,2004,0-3 ft,0.3,0.5,104.58
2267,Portland Trail Blazers,2004,3-10 ft,0.171,0.5,104.58
2268,Portland Trail Blazers,2004,10-16 ft,0.141,0.5,104.58
2269,Portland Trail Blazers,2004,Over 16 ft,0.218,0.5,104.58
2270,Portland Trail Blazers,2004,3P,0.17,0.5,104.58
2271,Portland Trail Blazers,2005,0-3 ft,0.335,0.329,104.26
2272,Portland Trail Blazers,2005,3-10 ft,0.161,0.329,104.26
2273,Portland Trail Blazers,2005,10-16 ft,0.11,0.329,104.26
2274,Portland Trail Blazers,2005,Over 16 ft,0.213,0.329,104.26
2275,Portland Trail Blazers,2005,3P,0.181,0.329,104.26
2276,Portland Trail Blazers,2006,0-3 ft,0.31,0.256,102.06
2277,Portland Trail Blazers,2006,3-10 ft,0.143,0.256,102.06
2278,Portland Trail Blazers,2006,10-16 ft,0.097,0.256,102.06
2279,Portland Trail Blazers,2006,Over 16 ft,0.283,0.256,102.06
2280,Portland Trail Blazers,2006,3P,0.166,0.256,102.06
2281,Portland Trail Blazers,2007,0-3 ft,0.288,0.39,105.94
2282,Portland Trail Blazers,2007,3-10 ft,0.162,0.39,105.94
2283,Portland Trail Blazers,2007,10-16 ft,0.105,0.39,105.94
2284,Portland Trail Blazers,2007,Over 16 ft,0.253,0.39,105.94
2285,Portland Trail Blazers,2007,3P,0.193,0.39,105.94
2286,Portland Trail Blazers,2008,0-3 ft,0.214,0.5,107.97
2287,Portland Trail Blazers,2008,3-10 ft,0.137,0.5,107.97
2288,Portland Trail Blazers,2008,10-16 ft,0.121,0.5,107.97
2289,Portland Trail Blazers,2008,Over 16 ft,0.311,0.5,107.97
2290,Portland Trail Blazers,2008,3P,0.218,0.5,107.97
2291,Portland Trail Blazers,2009,0-3 ft,0.294,0.659,114.74
2292,Portland Trail Blazers,2009,3-10 ft,0.126,0.659,114.74
2293,Portland Trail Blazers,2009,10-16 ft,0.109,0.659,114.74
2294,Portland Trail Blazers,2009,Over 16 ft,0.231,0.659,114.74
2295,Portland Trail Blazers,2009,3P,0.239,0.659,114.74
2296,Portland Trail Blazers,2010,0-3 ft,0.286,0.61,111.91
2297,Portland Trail Blazers,2010,3-10 ft,0.111,0.61,111.91
2298,Portland Trail Blazers,2010,10-16 ft,0.133,0.61,111.91
2299,Portland Trail Blazers,2010,Over 16 ft,0.255,0.61,111.91
2300,Portland Trail Blazers,2010,3P,0.215,0.61,111.91
2301,Portland Trail Blazers,2011,0-3 ft,0.283,0.585,109.78
2302,Portland Trail Blazers,2011,3-10 ft,0.168,0.585,109.78
2303,Portland Trail Blazers,2011,10-16 ft,0.115,0.585,109.78
2304,Portland Trail Blazers,2011,Over 16 ft,0.206,0.585,109.78
2305,Portland Trail Blazers,2011,3P,0.228,0.585,109.78
2306,Portland Trail Blazers,2012,0-3 ft,0.294,0.424,106.56
2307,Portland Trail Blazers,2012,3-10 ft,0.139,0.424,106.56
2308,Portland Trail Blazers,2012,10-16 ft,0.097,0.424,106.56
2309,Portland Trail Blazers,2012,Over 16 ft,0.216,0.424,106.56
2310,Portland Trail Blazers,2012,3P,0.255,0.424,106.56
2311,Portland Trail Blazers,2013,0-3 ft,0.284,0.402,106.21
2312,Portland Trail Blazers,2013,3-10 ft,0.126,0.402,106.21
2313,Portland Trail Blazers,2013,10-16 ft,0.095,0.402,106.21
2314,Portland Trail Blazers,2013,Over 16 ft,0.211,0.402,106.21
2315,Portland Trail Blazers,2013,3P,0.284,0.402,106.21
2316,Portland Trail Blazers,2014,0-3 ft,0.258,0.659,112.03
2317,Portland Trail Blazers,2014,3-10 ft,0.133,0.659,112.03
2318,Portland Trail Blazers,2014,10-16 ft,0.11,0.659,112.03
2319,Portland Trail Blazers,2014,Over 16 ft,0.208,0.659,112.03
2320,Portland Trail Blazers,2014,3P,0.29,0.659,112.03
2321,Portland Trail Blazers,2015,0-3 ft,0.247,0.622,108.81
2322,Portland Trail Blazers,2015,3-10 ft,0.134,0.622,108.81
2323,Portland Trail Blazers,2015,10-16 ft,0.112,0.622,108.81
2324,Portland Trail Blazers,2015,Over 16 ft,0.19,0.622,108.81
2325,Portland Trail Blazers,2015,3P,0.316,0.622,108.81
2326,Portland Trail Blazers,2016,0-3 ft,0.282,0.537,109.55
2327,Portland Trail Blazers,2016,3-10 ft,0.137,0.537,109.55
2328,Portland Trail Blazers,2016,10-16 ft,0.092,0.537,109.55
2329,Portland Trail Blazers,2016,Over 16 ft,0.157,0.537,109.55
2330,Portland Trail Blazers,2016,3P,0.332,0.537,109.55
2331,Portland Trail Blazers,2017,0-3 ft,0.299,0.5,110.93
2332,Portland Trail Blazers,2017,3-10 ft,0.141,0.5,110.93
2333,Portland Trail Blazers,2017,10-16 ft,0.091,0.5,110.93
2334,Portland Trail Blazers,2017,Over 16 ft,0.148,0.5,110.93
2335,Portland Trail Blazers,2017,3P,0.322,0.5,110.93
2336,Portland Trail Blazers,2018,0-3 ft,0.283,0.598,109.58
2337,Portland Trail Blazers,2018,3-10 ft,0.155,0.598,109.58
2338,Portland Trail Blazers,2018,10-16 ft,0.111,0.598,109.58
2339,Portland Trail Blazers,2018,Over 16 ft,0.127,0.598,109.58
2340,Portland Trail Blazers,2018,3P,0.324,0.598,109.58
2341,Sacramento Kings,2001,0-3 ft,0.295,0.671,106.32
2342,Sacramento Kings,2001,3-10 ft,0.185,0.671,106.32
2343,Sacramento Kings,2001,10-16 ft,0.097,0.671,106.32
2344,Sacramento Kings,2001,Over 16 ft,0.23,0.671,106.32
2345,Sacramento Kings,2001,3P,0.194,0.671,106.32
2346,Sacramento Kings,2002,0-3 ft,0.317,0.744,109.7
2347,Sacramento Kings,2002,3-10 ft,0.135,0.744,109.7
2348,Sacramento Kings,2002,10-16 ft,0.104,0.744,109.7
2349,Sacramento Kings,2002,Over 16 ft,0.278,0.744,109.7
2350,Sacramento Kings,2002,3P,0.166,0.744,109.7
2351,Sacramento Kings,2003,0-3 ft,0.282,0.72,106.45
2352,Sacramento Kings,2003,3-10 ft,0.142,0.72,106.45
2353,Sacramento Kings,2003,10-16 ft,0.099,0.72,106.45
2354,Sacramento Kings,2003,Over 16 ft,0.293,0.72,106.45
2355,Sacramento Kings,2003,3P,0.184,0.72,106.45
2356,Sacramento Kings,2004,0-3 ft,0.277,0.671,110.87
2357,Sacramento Kings,2004,3-10 ft,0.128,0.671,110.87
2358,Sacramento Kings,2004,10-16 ft,0.089,0.671,110.87
2359,Sacramento Kings,2004,Over 16 ft,0.284,0.671,110.87
2360,Sacramento Kings,2004,3P,0.223,0.671,110.87
2361,Sacramento Kings,2005,0-3 ft,0.258,0.61,111.02
2362,Sacramento Kings,2005,3-10 ft,0.125,0.61,111.02
2363,Sacramento Kings,2005,10-16 ft,0.081,0.61,111.02
2364,Sacramento Kings,2005,Over 16 ft,0.336,0.61,111.02
2365,Sacramento Kings,2005,3P,0.2,0.61,111.02
2366,Sacramento Kings,2006,0-3 ft,0.281,0.537,107.45
2367,Sacramento Kings,2006,3-10 ft,0.118,0.537,107.45
2368,Sacramento Kings,2006,10-16 ft,0.07,0.537,107.45
2369,Sacramento Kings,2006,Over 16 ft,0.315,0.537,107.45
2370,Sacramento Kings,2006,3P,0.217,0.537,107.45
2371,Sacramento Kings,2007,0-3 ft,0.294,0.402,106.79
2372,Sacramento Kings,2007,3-10 ft,0.142,0.402,106.79
2373,Sacramento Kings,2007,10-16 ft,0.077,0.402,106.79
2374,Sacramento Kings,2007,Over 16 ft,0.255,0.402,106.79
2375,Sacramento Kings,2007,3P,0.232,0.402,106.79
2376,Sacramento Kings,2008,0-3 ft,0.33,0.463,108.25
2377,Sacramento Kings,2008,3-10 ft,0.124,0.463,108.25
2378,Sacramento Kings,2008,10-16 ft,0.098,0.463,108.25
2379,Sacramento Kings,2008,Over 16 ft,0.239,0.463,108.25
2380,Sacramento Kings,2008,3P,0.208,0.463,108.25
2381,Sacramento Kings,2009,0-3 ft,0.29,0.207,106.3
2382,Sacramento Kings,2009,3-10 ft,0.141,0.207,106.3
2383,Sacramento Kings,2009,10-16 ft,0.103,0.207,106.3
2384,Sacramento Kings,2009,Over 16 ft,0.229,0.207,106.3
2385,Sacramento Kings,2009,3P,0.238,0.207,106.3
2386,Sacramento Kings,2010,0-3 ft,0.327,0.305,106.05
2387,Sacramento Kings,2010,3-10 ft,0.159,0.305,106.05
2388,Sacramento Kings,2010,10-16 ft,0.094,0.305,106.05
2389,Sacramento Kings,2010,Over 16 ft,0.22,0.305,106.05
2390,Sacramento Kings,2010,3P,0.201,0.305,106.05
2391,Sacramento Kings,2011,0-3 ft,0.265,0.293,104.18
2392,Sacramento Kings,2011,3-10 ft,0.219,0.293,104.18
2393,Sacramento Kings,2011,10-16 ft,0.112,0.293,104.18
2394,Sacramento Kings,2011,Over 16 ft,0.221,0.293,104.18
2395,Sacramento Kings,2011,3P,0.183,0.293,104.18
2396,Sacramento Kings,2012,0-3 ft,0.306,0.333,104.46
2397,Sacramento Kings,2012,3-10 ft,0.219,0.333,104.46
2398,Sacramento Kings,2012,10-16 ft,0.076,0.333,104.46
2399,Sacramento Kings,2012,Over 16 ft,0.172,0.333,104.46
2400,Sacramento Kings,2012,3P,0.228,0.333,104.46
2401,Sacramento Kings,2013,0-3 ft,0.291,0.341,106.85
2402,Sacramento Kings,2013,3-10 ft,0.211,0.341,106.85
2403,Sacramento Kings,2013,10-16 ft,0.082,0.341,106.85
2404,Sacramento Kings,2013,Over 16 ft,0.172,0.341,106.85
2405,Sacramento Kings,2013,3P,0.243,0.341,106.85
2406,Sacramento Kings,2014,0-3 ft,0.249,0.341,106.22
2407,Sacramento Kings,2014,3-10 ft,0.239,0.341,106.22
2408,Sacramento Kings,2014,10-16 ft,0.106,0.341,106.22
2409,Sacramento Kings,2014,Over 16 ft,0.188,0.341,106.22
2410,Sacramento Kings,2014,3P,0.218,0.341,106.22
2411,Sacramento Kings,2015,0-3 ft,0.299,0.354,106.01
2412,Sacramento Kings,2015,3-10 ft,0.222,0.354,106.01
2413,Sacramento Kings,2015,10-16 ft,0.094,0.354,106.01
2414,Sacramento Kings,2015,Over 16 ft,0.181,0.354,106.01
2415,Sacramento Kings,2015,3P,0.204,0.354,106.01
2416,Sacramento Kings,2016,0-3 ft,0.297,0.402,106.57
2417,Sacramento Kings,2016,3-10 ft,0.223,0.402,106.57
2418,Sacramento Kings,2016,10-16 ft,0.066,0.402,106.57
2419,Sacramento Kings,2016,Over 16 ft,0.155,0.402,106.57
2420,Sacramento Kings,2016,3P,0.26,0.402,106.57
2421,Sacramento Kings,2017,0-3 ft,0.258,0.39,107.98
2422,Sacramento Kings,2017,3-10 ft,0.195,0.39,107.98
2423,Sacramento Kings,2017,10-16 ft,0.1,0.39,107.98
2424,Sacramento Kings,2017,Over 16 ft,0.155,0.39,107.98
2425,Sacramento Kings,2017,3P,0.291,0.39,107.98
2426,Sacramento Kings,2018,0-3 ft,0.242,0.329,104.47
2427,Sacramento Kings,2018,3-10 ft,0.205,0.329,104.47
2428,Sacramento Kings,2018,10-16 ft,0.115,0.329,104.47
2429,Sacramento Kings,2018,Over 16 ft,0.159,0.329,104.47
2430,Sacramento Kings,2018,3P,0.278,0.329,104.47
2431,San Antonio Spurs,2001,0-3 ft,0.26,0.707,107.36
2432,San Antonio Spurs,2001,3-10 ft,0.183,0.707,107.36
2433,San Antonio Spurs,2001,10-16 ft,0.178,0.707,107.36
2434,San Antonio Spurs,2001,Over 16 ft,0.205,0.707,107.36
2435,San Antonio Spurs,2001,3P,0.175,0.707,107.36
2436,San Antonio Spurs,2002,0-3 ft,0.314,0.707,107.35
2437,San Antonio Spurs,2002,3-10 ft,0.166,0.707,107.35
2438,San Antonio Spurs,2002,10-16 ft,0.177,0.707,107.35
2439,San Antonio Spurs,2002,Over 16 ft,0.153,0.707,107.35
2440,San Antonio Spurs,2002,3P,0.19,0.707,107.35
2441,San Antonio Spurs,2003,0-3 ft,0.313,0.732,106.25
2442,San Antonio Spurs,2003,3-10 ft,0.189,0.732,106.25
2443,San Antonio Spurs,2003,10-16 ft,0.133,0.732,106.25
2444,San Antonio Spurs,2003,Over 16 ft,0.163,0.732,106.25
2445,San Antonio Spurs,2003,3P,0.202,0.732,106.25
2446,San Antonio Spurs,2004,0-3 ft,0.282,0.695,103.01
2447,San Antonio Spurs,2004,3-10 ft,0.197,0.695,103.01
2448,San Antonio Spurs,2004,10-16 ft,0.144,0.695,103.01
2449,San Antonio Spurs,2004,Over 16 ft,0.2,0.695,103.01
2450,San Antonio Spurs,2004,3P,0.177,0.695,103.01
2451,San Antonio Spurs,2005,0-3 ft,0.293,0.72,108.45
2452,San Antonio Spurs,2005,3-10 ft,0.201,0.72,108.45
2453,San Antonio Spurs,2005,10-16 ft,0.118,0.72,108.45
2454,San Antonio Spurs,2005,Over 16 ft,0.173,0.72,108.45
2455,San Antonio Spurs,2005,3P,0.216,0.72,108.45
2456,San Antonio Spurs,2006,0-3 ft,0.295,0.768,108.02
2457,San Antonio Spurs,2006,3-10 ft,0.187,0.768,108.02
2458,San Antonio Spurs,2006,10-16 ft,0.109,0.768,108.02
2459,San Antonio Spurs,2006,Over 16 ft,0.194,0.768,108.02
2460,San Antonio Spurs,2006,3P,0.215,0.768,108.02
2461,San Antonio Spurs,2007,0-3 ft,0.288,0.707,110.11
2462,San Antonio Spurs,2007,3-10 ft,0.155,0.707,110.11
2463,San Antonio Spurs,2007,10-16 ft,0.107,0.707,110.11
2464,San Antonio Spurs,2007,Over 16 ft,0.204,0.707,110.11
2465,San Antonio Spurs,2007,3P,0.247,0.707,110.11
2466,San Antonio Spurs,2008,0-3 ft,0.248,0.683,107.91
2467,San Antonio Spurs,2008,3-10 ft,0.157,0.683,107.91
2468,San Antonio Spurs,2008,10-16 ft,0.116,0.683,107.91
2469,San Antonio Spurs,2008,Over 16 ft,0.227,0.683,107.91
2470,San Antonio Spurs,2008,3P,0.251,0.683,107.91
2471,San Antonio Spurs,2009,0-3 ft,0.253,0.659,109.18
2472,San Antonio Spurs,2009,3-10 ft,0.14,0.659,109.18
2473,San Antonio Spurs,2009,10-16 ft,0.109,0.659,109.18
2474,San Antonio Spurs,2009,Over 16 ft,0.25,0.659,109.18
2475,San Antonio Spurs,2009,3P,0.248,0.659,109.18
2476,San Antonio Spurs,2010,0-3 ft,0.312,0.61,110.61
2477,San Antonio Spurs,2010,3-10 ft,0.146,0.61,110.61
2478,San Antonio Spurs,2010,10-16 ft,0.108,0.61,110.61
2479,San Antonio Spurs,2010,Over 16 ft,0.203,0.61,110.61
2480,San Antonio Spurs,2010,3P,0.232,0.61,110.61
2481,San Antonio Spurs,2011,0-3 ft,0.264,0.744,112.31
2482,San Antonio Spurs,2011,3-10 ft,0.201,0.744,112.31
2483,San Antonio Spurs,2011,10-16 ft,0.106,0.744,112.31
2484,San Antonio Spurs,2011,Over 16 ft,0.167,0.744,112.31
2485,San Antonio Spurs,2011,3P,0.261,0.744,112.31
2486,San Antonio Spurs,2012,0-3 ft,0.278,0.758,111.45
2487,San Antonio Spurs,2012,3-10 ft,0.203,0.758,111.45
2488,San Antonio Spurs,2012,10-16 ft,0.099,0.758,111.45
2489,San Antonio Spurs,2012,Over 16 ft,0.164,0.758,111.45
2490,San Antonio Spurs,2012,3P,0.257,0.758,111.45
2491,San Antonio Spurs,2013,0-3 ft,0.298,0.707,109.11
2492,San Antonio Spurs,2013,3-10 ft,0.178,0.707,109.11
2493,San Antonio Spurs,2013,10-16 ft,0.096,0.707,109.11
2494,San Antonio Spurs,2013,Over 16 ft,0.163,0.707,109.11
2495,San Antonio Spurs,2013,3P,0.264,0.707,109.11
2496,San Antonio Spurs,2014,0-3 ft,0.287,0.756,111.09
2497,San Antonio Spurs,2014,3-10 ft,0.185,0.756,111.09
2498,San Antonio Spurs,2014,10-16 ft,0.09,0.756,111.09
2499,San Antonio Spurs,2014,Over 16 ft,0.181,0.756,111.09
2500,San Antonio Spurs,2014,3P,0.257,0.756,111.09
2501,San Antonio Spurs,2015,0-3 ft,0.276,0.671,109.25
2502,San Antonio Spurs,2015,3-10 ft,0.203,0.671,109.25
2503,San Antonio Spurs,2015,10-16 ft,0.103,0.671,109.25
2504,San Antonio Spurs,2015,Over 16 ft,0.148,0.671,109.25
2505,San Antonio Spurs,2015,3P,0.269,0.671,109.25
2506,San Antonio Spurs,2016,0-3 ft,0.264,0.817,111.04
2507,San Antonio Spurs,2016,3-10 ft,0.175,0.817,111.04
2508,San Antonio Spurs,2016,10-16 ft,0.137,0.817,111.04
2509,San Antonio Spurs,2016,Over 16 ft,0.201,0.817,111.04
